,Agency,Avg Days Till Completion
2583,Walthall County Sheriff's Department,510 days 23:16:13.706690
2584,Waltham Police Department,34 days 19:00:00
2585,Walton County Sheriff,40 days 19:34:47.343882
2586,Walton County Sheriff's Office,47 days 15:36:21.257358
2587,Walworth County Sheriff's Department,434 days 19:00:00
2588,Walworth County Sheriffs Department,61 days 20:00:00
2589,Ward County Sheriff's Office,16 days 20:00:00
2590,Ware County Sheriff,12 days 20:00:00
2591,Ware Police Department,15 days 05:40:39.465665
2592,Wareham Police Department,37 days 06:18:33.698028857
2593,Warner Police Department,6 days 18:58:47.540714
2594,Warner Robins Police Department,19 days 01:22:12.754267500
2595,Warren County Sheriff,7 days 20:28:33.936598
2596,Warren County Sheriff's Office,50 days 08:33:26.467070
2597,Warren Police Department,19 days 00:21:59.297527111
2598,Warrenton Police Department,4 days 05:56:51.362969
2599,Warsaw Police Department,14 days 20:00:00
2600,Warsaw Village Police Department,53 days 00:16:11.135537
2601,Warwick Police Department,6 days 11:54:37.360427700
2602,Wasco County Sheriff,0 days 20:00:00
2603,Washington Association of Sheriffs and Police Chiefs,14 days 20:00:00
2604,Washington County Police Department,0 days 17:57:48.983797
2605,Washington County Sheriff,118 days 00:03:10.744686554
2606,Washington County Sheriff's Department,25 days 07:30:00
2607,Washington County Sheriff's Office,52 days 14:19:05.055272900
2608,Washington Court House Police Department,49 days 08:00:00
2609,Washington Island Police Department,14 days 20:00:00
2610,Washington Parish Sheriff's Office,113 days 20:00:00
2611,"Washington Terrace, Utah - Public Safety",235 days 13:17:20.100821
2612,Washington Township Police Department,44 days 11:58:19.484761500
2613,Washoe County Sheriff,49 days 09:32:45.940166500
2614,Washoe County Sheriffs Office,17 days 08:21:31.075140
2615,Washtenaw County Sheriff,22 days 09:21:35.828040333
2616,Watauga County Sheriff's Office,57 days 02:14:19.272230
2617,Watchung Police Department,4 days 19:00:00
2618,Waterford Town & Village Police Department,74 days 08:36:50.720679
2619,Watertown Police Department,68 days 19:08:05.974616648
2620,Watervliet City Police Department,102 days 08:25:33.401427
2621,Waukegan Police Department,14 days 23:40:47.441368
2622,Waukesha County Sheriff,0 days 08:40:28.716893
2623,Waukesha Police Department,66 days 19:15:36.504380
2624,Waupaca County Sheriff,1125 days 14:22:12.937796
2625,Waverly Village Police Department,102 days 14:43:44.711453
2626,Waxahachie Police Department,31 days 16:22:57.260944666
2627,Wayland Village Police Department,89 days 09:24:24
2628,Wayne County Sheriff,199 days 09:48:09.086202714
2629,Wayne County Sheriff's Office,24 days 16:46:15.410802
2630,Waynesboro Police Department,18 days 09:37:19.543135500
2631,Weare Police Department,6 days 03:50:27.846538
2632,Webb County Sheriff,17 days 02:09:20.960427666
2633,Weber County Sheriff's Office,52 days 09:41:09.644803
2634,Webster Groves Police Dept,4 days 00:49:34.804580
2635,Webster Police Department,98 days 06:41:02.895564333
2636,Weedsport Village Police Department,237 days 14:49:06.197509
2637,Weld County Sheriff,2 days 20:00:00
2638,Wellesley Police Department,22 days 12:31:36.770558500
2639,Wenatchee Police Department,32 days 20:06:42.154717
2640,Wentworth Institute of Technology Police,36 days 19:00:00
2641,West Baton Rouge Parish Sheriff's Office,6 days 20:00:00
2642,West Caldwell Police Department,367 days 21:55:54.414395
2643,West Carroll Parish Sheriff's Office,31 days 20:00:00
2644,West Carthage Village Police Department,41 days 08:50:17.494145
2645,West Covina Police Department,18 days 19:17:42.497047400
2646,West Fargo Police Department,307 days 05:27:29.816692248
2647,West Feliciana Parish Sheriff's Office,35 days 20:00:00
2648,West Greenwich Police Department,29 days 20:00:00
2649,West Hartford Police Department,53 days 03:17:53.566477
2650,West Hempfield Township Police,4 days 19:00:00
2651,West Hennepin Police Department (minnesota),6 days 13:34:33.472848
2652,West Hollywood Sheriff's Department,148 days 06:20:34.967970
2653,West Jordan Police Department,151 days 04:15:13.590379500
2654,West Lampeter Police,16 days 19:00:00
2655,West New York Police Department,19 days 08:00:00
2656,West Palm Beach Police Department,112 days 02:15:27.310628600
2657,West Richland Police Department,4 days 11:40:44.652793
2658,West Sacramento Police Department,23 days 12:24:36.037280500
2659,West Seneca Town Police Department,14 days 03:00:52.057434
2660,West Springfield Police Department,961 days 23:10:30.202261376
2661,West Union Police Department,255 days 19:00:00
2662,West Valley Police Department,31 days 01:05:59.968027666
2663,West Valley-Mission Community College District Police Department,13 days 02:47:29.139537
2664,West Virginia Department of Military Affairs and Public Safety,6 days 19:00:00
2665,West Virginia Division of Protective Services (WV Capitol Police),37 days 19:09:35.677150
2666,West Virginia State Police,49 days 19:30:57.142471111
2667,West Warwick Police Department,10 days 02:00:00
2668,West Wendover Police Department,30 days 11:37:32.562853
2669,Westchester County Sheriff,98 days 06:02:23.828167500
2670,Westerly Police Department,5 days 02:00:00
2671,Westfield State University Public Safety,14 days 16:55:53.602878
2672,Westfield Village Police Department,226 days 22:37:08
2673,Westhampton Beach Village Police Department,318 days 13:27:40.671068
2674,Westminster Police Department,105 days 19:48:50.039672500
2675,Westmoreland County Sheriff,176 days 15:44:06.265107
2676,Weston Police Department,24 days 18:54:42.969873
2677,Wetumpka Police Department,27 days 19:50:58.436973
2678,Wexford County Sheriff's Office,7 days 21:33:57.552636
2679,Wharton Police Dept.,9 days 19:00:00
2680,Whatcom County Sheriff's Office,19 days 14:00:36.303466750
2681,Wheat Ridge Police,17 days 20:00:00
2682,Wheeling Police Department,21 days 19:00:00
2683,Wheelock College Department of Public Safety,2463 days 06:25:41.086580992
2684,White County Sheriff's Office,18 days 07:25:01.767708
2685,White County Sheriffs Office,13 days 06:22:07.358083
2686,White Plains Department of Public Safety,21 days 00:17:58.405563400
2687,Whitefish Bay Police Department,23 days 20:00:00
2688,Whitehall Village Police Department,82 days 09:28:16.833309
2689,Whiteside County Sheriff's Office,105 days 16:49:01.386082
2690,Whitfield County Sheriff's Office,9 days 16:26:00.165899
2691,Whitman Police Department,14 days 20:16:25.050354
2692,Whittier Police Department,22 days 00:09:18.297201
2693,Wichita County Sheriff,0 days 20:00:00
2694,Wichita Falls Police Department,10 days 19:19:22.608482500
2695,Wichita Police Department,28 days 01:45:29.952211166
2696,Wilkes County Sheriff's Office,23 days 07:25:01.767708
2697,Wilkinson County Sheriff's Office,13 days 16:34:10.209486
2698,Williams Police Department,19 days 03:42:36.737665
2699,Williamsburg Police Department,17 days 11:12:40.211029
2700,Williamson County Sheriff,174 days 19:02:45.555176500
2701,Williamson County Sheriffs Office,48 days 18:00:37.650607
2702,Williamsport Police Department,367 days 03:48:43.245595
2703,Willimantic Police Department,8 days 20:00:00
2704,Willing Police Department,335 days 22:24:01.436917
2705,Willits Police Department,71 days 18:51:05.563741
2706,Wilmette Police Department,143 days 10:51:39.605931500
2707,Wilmington Police Department,53 days 20:55:50.561509217
2708,"Wilshire Community Police Station, Wilshire Park",41 days 20:08:50.811958
2709,Wilson County Sheriff,138 days 14:31:35.895955400
2710,Wilton Police Department,11 days 19:00:00
2711,Winchester Police Department,173 days 00:19:19.273598500
2712,Windham Police Department,28 days 21:11:08.254929
2713,Windsor Police Department,3 days 08:18:01.325768
2714,Winn Parish Sheriff's Office,6 days 20:00:00
2715,Winnebago County Sheriff's Office,7 days 20:00:00
2716,Winnemucca Police Department,16 days 19:59:55.961455
2717,Winooski Police Department,33 days 04:47:21.808210
2718,Winston County Sheriff,5 days 20:00:00
2719,Winston County Sheriff's Office,21 days 19:00:00
2720,Winston-Salem Police Department,109 days 07:52:44.326365416
2721,Winthrop Police Department,1084 days 14:38:00.357094
2722,Wiscasset Police Department,11 days 20:00:00
2723,Wise County Sheriff,27 days 21:51:23.127746
2724,Wixom Police Department,26 days 19:14:46.279012
2725,Woburn Police Department,7 days 07:28:45.257471500
2726,Wolcott Village Police Department,88 days 14:14:03.875336500
2727,Wolfeboro Police Department,78 days 05:16:37.485220
2728,Wood-ridge Police Department,23 days 19:55:52.143398
2729,Woodbridge Police Department,57 days 21:52:32.181093500
2730,Woodbury County Sheriff,1 days 20:00:00
2731,Woodbury Town Police Department,73 days 22:20:00.781548
2732,Woodford County Sheriff's Office,28 days 02:25:23.043409
2733,Woodlake Police Department,26 days 15:21:52.439288
2734,Woodridge Village Police Department,32 days 21:09:24.677541
2735,Woodruff County Sheriff's Office,57 days 09:15:30.209687
2736,Woodruff Police Department,3 days 12:20:33.614271
2737,Woodway Police Department,4 days 06:05:11.203346
2738,Woonsocket Police Department,12 days 20:00:00
2739,Worcester County Sheriff,464 days 03:36:08.648736
2740,Worcester County Sheriff's Office,14 days 12:47:06.842003500
2741,Worcester Police Department,31 days 04:10:35.294117647
2742,Worcester State University Police,14 days 14:21:03.917824
2743,Wright County Sheriff Office,0 days 20:00:00
2744,Wright Township Police Department,2 days 19:00:00
2745,Wyandotte County Sheriff,1140 days 18:20:11.302684992
2746,Wyoming County Sheriff's Department,21 days 22:54:06.235733
2747,Yakima County Sheriff's Office,27 days 08:00:00
2748,Yakima Police Department,161 days 15:26:10.049072400
2749,Yale University Police Department,13 days 08:22:32.488558
2750,Yamhill County Sheriff's Office,75 days 20:00:00
2751,Yancey County Sheriff's Office,13 days 20:04:04.048803
2752,Yankton Police Department,83 days 13:51:36.283522
2753,Yates County Sheriffs Office,7 days 20:16:12.719829
2754,Yavapai County Sheriff's Office,3 days 10:33:55.392359
2755,Yazoo County Sheriff's Department,36 days 21:07:41.346319
2756,Yell County Sheriff's Department,1 days 20:00:00
2757,Yellowstone County Sheriff's Office,31 days 09:16:59.522583
2758,Yolo County Sheriff,3 days 04:47:36.895581
2759,Yonkers Police Department,31 days 01:54:20.552116600
2760,York City Police Department,242 days 08:04:25.514405200
2761,York County Sheriff,1 days 20:00:00
2762,York County Sheriff's Office,21 days 21:43:23.283626
2763,York Police Department,22 days 04:24:57.412743500
2764,Yorkville Village Police Department,277 days 00:56:00
2765,Ypsilanti Police Department,54 days 20:00:00
2766,Yreka Police Department,40 days 23:42:17.988252
2767,Yuba City Police Department,36 days 18:46:12.265515
2768,Yuba County Sheriff,8 days 20:00:00
2769,Yuma County Sheriff,4 days 13:54:10.465400
2770,Yuma County Sheriff's Office,248 days 02:59:37.551832
2771,Yuma Police Department,109 days 07:08:19.337959666
2772,Zanesville Police Department,23 days 08:58:40.132203500
2773,athens-clarke county police department,10 days 20:00:00
2774,hazlet police,9 days 20:00:00
2775,palestine police department,19 days 20:00:00
2776,police,23 days 21:35:11.503016333
2777,police department,26 days 23:58:50.803197
2778,rancho cucamonga police department,87 days 19:59:52.129130
2779,rochester police department,21 days 05:55:48.352590
